"filename", "language", "Properties", "Markdown", "ShaderLab", "JSON", "HLSL", "C#", "XML", "comment", "blank", "total"
"g:\Kepler\Kepler\Assets\Scripts\CustomUI\Quiz\QuizEditorUI.cs", "C#", 0, 0, 0, 0, 0, 79, 0, 0, 11, 90
"g:\Kepler\Kepler\Assets\Scripts\CustomUI\Quiz\QuizLineUI.cs", "C#", 0, 0, 0, 0, 0, 51, 0, 0, 8, 59
"g:\Kepler\Kepler\Assets\Scripts\CustomUI\Quiz\QuizListUI.cs", "C#", 0, 0, 0, 0, 0, 53, 0, 1, 6, 60
"g:\Kepler\Kepler\Assets\Scripts\CustomUI\Quiz\QuizStarUI.cs", "C#", 0, 0, 0, 0, 0, 31, 0, 0, 4, 35
"g:\Kepler\Kepler\Assets\Scripts\CustomUI\Quiz\QuizStarsGroupUI.cs", "C#", 0, 0, 0, 0, 0, 31, 0, 4, 6, 41
"g:\Kepler\Kepler\Assets\Scripts\CustomUI\Quiz\QuizTestUI.cs", "C#", 0, 0, 0, 0, 0, 13, 0, 0, 1, 14
"g:\Kepler\Kepler\Assets\Scripts\CustomUI\Quiz\QuizUI.cs", "C#", 0, 0, 0, 0, 0, 108, 0, 3, 13, 124
"g:\Kepler\Kepler\Assets\Scripts\CustomUI\Quiz\ResultUI.cs", "C#", 0, 0, 0, 0, 0, 57, 0, 0, 7, 64
"g:\Kepler\Kepler\Assets\Scripts\CustomUI\Quiz\ShowPropertyType.cs", "C#", 0, 0, 0, 0, 0, 14, 0, 0, 0, 14
"g:\Kepler\Kepler\Assets\Scripts\CustomUI\Quiz\VarLineUI.cs", "C#", 0, 0, 0, 0, 0, 361, 0, 51, 36, 448
"g:\Kepler\Kepler\Assets\Scripts\CustomUI\Satellite\SatelliteControllerUI.cs", "C#", 0, 0, 0, 0, 0, 38, 0, 0, 6, 44
"g:\Kepler\Kepler\Assets\Scripts\CustomUI\Satellite\SatelliteResultUI.cs", "C#", 0, 0, 0, 0, 0, 58, 0, 0, 7, 65
"g:\Kepler\Kepler\Assets\Scripts\CustomUI\Satellite\SatelliteUI.cs", "C#", 0, 0, 0, 0, 0, 12, 0, 0, 2, 14
"g:\Kepler\Kepler\Assets\Scripts\CustomUI\SelectorUI.cs", "C#", 0, 0, 0, 0, 0, 81, 0, 12, 11, 104
"g:\Kepler\Kepler\Assets\Scripts\CustomUI\SettingUI.cs", "C#", 0, 0, 0, 0, 0, 23, 0, 0, 4, 27
"g:\Kepler\Kepler\Assets\Scripts\CustomUI\TestModeUI.cs", "C#", 0, 0, 0, 0, 0, 17, 0, 0, 2, 19
"g:\Kepler\Kepler\Assets\Scripts\CustomUI\Tutorial\MultiTutorialManagerUI.cs", "C#", 0, 0, 0, 0, 0, 24, 0, 0, 2, 26
"g:\Kepler\Kepler\Assets\Scripts\CustomUI\Tutorial\SatelliteTutorialUI.cs", "C#", 0, 0, 0, 0, 0, 12, 0, 0, 1, 13
"g:\Kepler\Kepler\Assets\Scripts\CustomUI\Tutorial\TutorialClipUI.cs", "C#", 0, 0, 0, 0, 0, 10, 0, 0, 1, 11
"g:\Kepler\Kepler\Assets\Scripts\CustomUI\Tutorial\TutorialManagerUI.cs", "C#", 0, 0, 0, 0, 0, 35, 0, 0, 5, 40
"g:\Kepler\Kepler\Assets\Scripts\CustomUI\Tutorial\TutorialUI.cs", "C#", 0, 0, 0, 0, 0, 77, 0, 1, 12, 90
"g:\Kepler\Kepler\Assets\Scripts\CustomUI\UIManager.cs", "C#", 0, 0, 0, 0, 0, 7, 0, 0, 1, 8
"g:\Kepler\Kepler\Assets\Scripts\CustomUI\VectorUI.cs", "C#", 0, 0, 0, 0, 0, 83, 0, 3, 11, 97
"g:\Kepler\Kepler\Assets\Scripts\CustomUI\vectorType.cs", "C#", 0, 0, 0, 0, 0, 8, 0, 0, 0, 8
"g:\Kepler\Kepler\Assets\Scripts\DeferredFogEffect.cs", "C#", 0, 0, 0, 0, 0, 34, 0, 0, 8, 42
"g:\Kepler\Kepler\Assets\Scripts\DepthOfFieldEffect.cs", "C#", 0, 0, 0, 0, 0, 47, 0, 1, 13, 61
"g:\Kepler\Kepler\Assets\Scripts\Editor\MyLightingShaderGUI.cs", "C#", 0, 0, 0, 0, 0, 370, 0, 0, 43, 413
"g:\Kepler\Kepler\Assets\Scripts\EmissiveOscillator.cs", "C#", 0, 0, 0, 0, 0, 20, 0, 1, 4, 25
"g:\Kepler\Kepler\Assets\Scripts\GPUInstancingTest.cs", "C#", 0, 0, 0, 0, 0, 29, 0, 0, 5, 34
"g:\Kepler\Kepler\Assets\Scripts\GameManagers\Difficulty.cs", "C#", 0, 0, 0, 0, 0, 12, 0, 15, 1, 28
"g:\Kepler\Kepler\Assets\Scripts\GameManagers\GameManager.cs", "C#", 0, 0, 0, 0, 0, 132, 0, 76, 40, 248
"g:\Kepler\Kepler\Assets\Scripts\GameManagers\GlobalTimer.cs", "C#", 0, 0, 0, 0, 0, 50, 0, 27, 14, 91
"g:\Kepler\Kepler\Assets\Scripts\GameManagers\GlobalTransfer.cs", "C#", 0, 0, 0, 0, 0, 32, 0, 16, 10, 58
"g:\Kepler\Kepler\Assets\Scripts\GameManagers\PropertyUnit.cs", "C#", 0, 0, 0, 0, 0, 9, 0, 12, 0, 21
"g:\Kepler\Kepler\Assets\Scripts\Init\Init.cs", "C#", 0, 0, 0, 0, 0, 13, 0, 4, 1, 18
"g:\Kepler\Kepler\Assets\Scripts\Loading\LoadingManager.cs", "C#", 0, 0, 0, 0, 0, 46, 0, 12, 8, 66
"g:\Kepler\Kepler\Assets\Scripts\Quiz\AstralBodyDict.cs", "C#", 0, 0, 0, 0, 0, 20, 0, 4, 3, 27
"g:\Kepler\Kepler\Assets\Scripts\Quiz\QuizAstralBody.cs", "C#", 0, 0, 0, 0, 0, 176, 0, 65, 34, 275
"g:\Kepler\Kepler\Assets\Scripts\Quiz\QuizAstralBodyDataDict.cs", "C#", 0, 0, 0, 0, 0, 70, 0, 32, 26, 128
"g:\Kepler\Kepler\Assets\Scripts\Quiz\QuizAstralBodyDict.cs", "C#", 0, 0, 0, 0, 0, 12, 0, 3, 2, 17
"g:\Kepler\Kepler\Assets\Scripts\Quiz\QuizBase.cs", "C#", 0, 0, 0, 0, 0, 147, 0, 21, 20, 188
"g:\Kepler\Kepler\Assets\Scripts\Quiz\QuizBaseStruct.cs", "C#", 0, 0, 0, 0, 0, 9, 0, 11, 2, 22
"g:\Kepler\Kepler\Assets\Scripts\Quiz\QuizData.cs", "C#", 0, 0, 0, 0, 0, 9, 0, 3, 1, 13
"g:\Kepler\Kepler\Assets\Scripts\Quiz\QuizEditor.cs", "C#", 0, 0, 0, 0, 0, 53, 0, 22, 9, 84
"g:\Kepler\Kepler\Assets\Scripts\Quiz\QuizSaver.cs", "C#", 0, 0, 0, 0, 0, 353, 0, 34, 29, 416
"g:\Kepler\Kepler\Assets\Scripts\Quiz\QuizSolver.cs", "C#", 0, 0, 0, 0, 0, 121, 0, 28, 27, 176
"g:\Kepler\Kepler\Assets\Scripts\Quiz\QuizType.cs", "C#", 0, 0, 0, 0, 0, 10, 0, 15, 3, 28
"g:\Kepler\Kepler\Assets\Scripts\Quiz\Reason.cs", "C#", 0, 0, 0, 0, 0, 10, 0, 15, 3, 28
"g:\Kepler\Kepler\Assets\Scripts\Quiz\Transformer.cs", "C#", 0, 0, 0, 0, 0, 16, 0, 3, 4, 23
"g:\Kepler\Kepler\Assets\Scripts\Satellite\Satellite.cs", "C#", 0, 0, 0, 0, 0, 31, 0, 21, 7, 59
"g:\Kepler\Kepler\Assets\Scripts\Satellite\SatelliteChallengeManger.cs", "C#", 0, 0, 0, 0, 0, 103, 0, 29, 15, 147
"g:\Kepler\Kepler\Assets\Scripts\Satellite\SatelliteController.cs", "C#", 0, 0, 0, 0, 0, 76, 0, 34, 22, 132
"g:\Kepler\Kepler\Assets\Scripts\Satellite\SatelliteCore.cs", "C#", 0, 0, 0, 0, 0, 22, 0, 3, 4, 29
"g:\Kepler\Kepler\Assets\Scripts\Satellite\SatelliteEngine.cs", "C#", 0, 0, 0, 0, 0, 19, 0, 3, 3, 25
"g:\Kepler\Kepler\Assets\Scripts\Satellite\SatelliteParachute.cs", "C#", 0, 0, 0, 0, 0, 10, 0, 3, 1, 14
"g:\Kepler\Kepler\Assets\Scripts\Satellite\SatellitePart.cs", "C#", 0, 0, 0, 0, 0, 55, 0, 18, 12, 85
"g:\Kepler\Kepler\Assets\Scripts\Satellite\SatelliteResultType.cs", "C#", 0, 0, 0, 0, 0, 10, 0, 15, 3, 28
"g:\Kepler\Kepler\Assets\Scripts\Satellite\SatelliteType.cs", "C#", 0, 0, 0, 0, 0, 9, 0, 12, 2, 23
"g:\Kepler\Kepler\Assets\Scripts\SpacePhysic\ActionType.cs", "C#", 0, 0, 0, 0, 0, 7, 0, 3, 0, 10
"g:\Kepler\Kepler\Assets\Scripts\SpacePhysic\AstralBody.cs", "C#", 0, 0, 0, 0, 0, 299, 0, 112, 77, 488
"g:\Kepler\Kepler\Assets\Scripts\SpacePhysic\GravityTracing.cs", "C#", 0, 0, 0, 0, 0, 229, 0, 91, 52, 372
"g:\Kepler\Kepler\Assets\Scripts\SpacePhysic\IOrbitCalculator.cs", "C#", 0, 0, 0, 0, 0, 12, 0, 3, 1, 16
"g:\Kepler\Kepler\Assets\Scripts\SpacePhysic\ITraceable.cs", "C#", 0, 0, 0, 0, 0, 17, 0, 3, 2, 22
"g:\Kepler\Kepler\Assets\Scripts\SpacePhysic\PhysicBase.cs", "C#", 0, 0, 0, 0, 0, 16, 0, 6, 3, 25
"g:\Kepler\Kepler\Assets\Scripts\StaticClasses\GameObjectPlus.cs", "C#", 0, 0, 0, 0, 0, 37, 0, 3, 5, 45
"g:\Kepler\Kepler\Assets\Scripts\StaticClasses\MathPlus\ConicSection.cs", "C#", 0, 0, 0, 0, 0, 154, 0, 71, 31, 256
"g:\Kepler\Kepler\Assets\Scripts\StaticClasses\MathPlus\ConicSectionDelegate.cs", "C#", 0, 0, 0, 0, 0, 4, 0, 4, 0, 8
"g:\Kepler\Kepler\Assets\Scripts\StaticClasses\MathPlus\CustomMatrix.cs", "C#", 0, 0, 0, 0, 0, 13, 0, 3, 1, 17
"g:\Kepler\Kepler\Assets\Scripts\StaticClasses\MathPlus\CustomSolver.cs", "C#", 0, 0, 0, 0, 0, 108, 0, 73, 16, 197
"g:\Kepler\Kepler\Assets\Scripts\StaticClasses\MathPlus\MathPlus.cs", "C#", 0, 0, 0, 0, 0, 41, 0, 24, 8, 73
"g:\Kepler\Kepler\Assets\Scripts\StaticClasses\StringPlus.cs", "C#", 0, 0, 0, 0, 0, 45, 0, 8, 5, 58
"g:\Kepler\Kepler\Assets\Scripts\TTS\AudioStatus.cs", "C#", 0, 0, 0, 0, 0, 10, 0, 15, 0, 25
"g:\Kepler\Kepler\Assets\Scripts\TTS\EpStatus.cs", "C#", 0, 0, 0, 0, 0, 13, 0, 9, 0, 22
"g:\Kepler\Kepler\Assets\Scripts\TTS\Errors.cs", "C#", 0, 0, 0, 0, 0, 446, 0, 48, 74, 568
"g:\Kepler\Kepler\Assets\Scripts\TTS\HandwritingStatus.cs", "C#", 0, 0, 0, 0, 0, 9, 0, 0, 0, 9
"g:\Kepler\Kepler\Assets\Scripts\TTS\IvwStatus.cs", "C#", 0, 0, 0, 0, 0, 13, 0, 0, 0, 13
"g:\Kepler\Kepler\Assets\Scripts\TTS\MSCDLL.cs", "C#", 0, 0, 0, 0, 0, 66, 0, 24, 49, 139
"g:\Kepler\Kepler\Assets\Scripts\TTS\RecogStatus.cs", "C#", 0, 0, 0, 0, 0, 18, 0, 0, 0, 18
"g:\Kepler\Kepler\Assets\Scripts\TTS\SynthStatus.cs", "C#", 0, 0, 0, 0, 0, 9, 0, 0, 0, 9
"g:\Kepler\Kepler\Assets\Scripts\TTS\SynthesizingStatus.cs", "C#", 0, 0, 0, 0, 0, 9, 0, 0, 0, 9
"g:\Kepler\Kepler\Assets\Scripts\TTS\UploadStatus.cs", "C#", 0, 0, 0, 0, 0, 10, 0, 0, 0, 10
"g:\Kepler\Kepler\Assets\Scripts\TTS\VoiceGenerator.cs", "C#", 0, 0, 0, 0, 0, 289, 0, 41, 48, 378
"g:\Kepler\Kepler\Assets\Scripts\TangentSpaceVisualizer.cs", "C#", 0, 0, 0, 0, 0, 41, 0, 0, 4, 45
"g:\Kepler\Kepler\Assets\Scripts\XmlSaver\AstralBodyDataDict.cs", "C#", 0, 0, 0, 0, 0, 41, 0, 43, 19, 103
"g:\Kepler\Kepler\Assets\Scripts\XmlSaver\SaverException.cs", "C#", 0, 0, 0, 0, 0, 23, 0, 3, 4, 30
"g:\Kepler\Kepler\Assets\Scripts\XmlSaver\SceneBaseStruct.cs", "C#", 0, 0, 0, 0, 0, 11, 0, 4, 2, 17
"g:\Kepler\Kepler\Assets\Scripts\XmlSaver\SceneEditor.cs", "C#", 0, 0, 0, 0, 0, 61, 0, 28, 12, 101
"g:\Kepler\Kepler\Assets\Scripts\XmlSaver\SceneLoadBase.cs", "C#", 0, 0, 0, 0, 0, 127, 0, 41, 28, 196
"g:\Kepler\Kepler\Assets\Scripts\XmlSaver\SceneSaver.cs", "C#", 0, 0, 0, 0, 0, 7, 0, 3, 2, 12
"g:\Kepler\Kepler\Assets\Scripts\XmlSaver\XmlSaver.cs", "C#", 0, 0, 0, 0, 0, 198, 0, 62, 35, 295
"g:\Kepler\Kepler\Assets\Shaders\Bloom.shader", "ShaderLab", 0, 0, 98, 0, 0, 0, 0, 0, 23, 121
"g:\Kepler\Kepler\Assets\Shaders\DeferredFog.shader", "ShaderLab", 0, 0, 64, 0, 0, 0, 0, 1, 18, 83
"g:\Kepler\Kepler\Assets\Shaders\DeferredShading.shader", "ShaderLab", 0, 0, 55, 0, 0, 0, 0, 0, 21, 76
"g:\Kepler\Kepler\Assets\Shaders\DepthOfFieldShader.shader", "ShaderLab", 0, 0, 186, 0, 0, 0, 0, 2, 33, 221
"g:\Kepler\Kepler\Assets\Shaders\Flat Wireframe Shader.shader", "ShaderLab", 0, 0, 157, 0, 0, 0, 0, 2, 62, 221
"g:\Kepler\Kepler\Assets\Shaders\My First Lighting Shader.shader", "ShaderLab", 0, 0, 151, 0, 0, 0, 0, 2, 61, 214
"g:\Kepler\Kepler\Assets\Shaders\My First Shader.shader", "ShaderLab", 0, 0, 35, 0, 0, 0, 0, 1, 12, 48
"g:\Kepler\Kepler\Assets\Shaders\My Lighting Input.cginc", "HLSL", 0, 0, 0, 0, 196, 0, 0, 1, 43, 240
"g:\Kepler\Kepler\Assets\Shaders\My Lighting.cginc", "HLSL", 0, 0, 0, 0, 405, 0, 0, 1, 64, 470
"g:\Kepler\Kepler\Assets\Shaders\My Lightmapping.cginc", "HLSL", 0, 0, 0, 0, 82, 0, 0, 0, 17, 99
"g:\Kepler\Kepler\Assets\Shaders\My Shadows.cginc", "HLSL", 0, 0, 0, 0, 118, 0, 0, 1, 24, 143
"g:\Kepler\Kepler\Assets\Shaders\MyDeferredShading.cginc", "HLSL", 0, 0, 0, 0, 144, 0, 0, 0, 31, 175
"g:\Kepler\Kepler\Assets\Shaders\MyFlatWireframe.cginc", "HLSL", 0, 0, 0, 0, 50, 0, 0, 0, 13, 63
"g:\Kepler\Kepler\Assets\Shaders\MyTessellation.cginc", "HLSL", 0, 0, 0, 0, 127, 0, 0, 0, 18, 145
"g:\Kepler\Kepler\Assets\Shaders\Tessellation Shader.shader", "ShaderLab", 0, 0, 160, 0, 0, 0, 0, 0, 62, 222
"g:\Kepler\Kepler\Assets\Shaders\Texture Splatting.shader", "ShaderLab", 0, 0, 45, 0, 0, 0, 0, 1, 13, 59
"g:\Kepler\Kepler\Assets\Shaders\Textured With Detail.shader", "ShaderLab", 0, 0, 40, 0, 0, 0, 0, 1, 12, 53
"g:\Kepler\Kepler\Assets\TextMesh Pro\Examples & Extras\Scripts\Benchmark01.cs", "C#", 0, 0, 0, 0, 0, 63, 0, 29, 37, 129
"g:\Kepler\Kepler\Assets\TextMesh Pro\Examples & Extras\Scripts\Benchmark01_UGUI.cs", "C#", 0, 0, 0, 0, 0, 59, 0, 37, 40, 136
"g:\Kepler\Kepler\Assets\TextMesh Pro\Examples & Extras\Scripts\Benchmark02.cs", "C#", 0, 0, 0, 0, 0, 63, 0, 6, 27, 96
"g:\Kepler\Kepler\Assets\TextMesh Pro\Examples & Extras\Scripts\Benchmark03.cs", "C#", 0, 0, 0, 0, 0, 73, 0, 1, 19, 93
"g:\Kepler\Kepler\Assets\TextMesh Pro\Examples & Extras\Scripts\Benchmark04.cs", "C#", 0, 0, 0, 0, 0, 41, 0, 26, 19, 86
"g:\Kepler\Kepler\Assets\TextMesh Pro\Examples & Extras\Scripts\CameraController.cs", "C#", 0, 0, 0, 0, 0, 198, 0, 25, 69, 292
"g:\Kepler\Kepler\Assets\TextMesh Pro\Examples & Extras\Scripts\ChatController.cs", "C#", 0, 0, 0, 0, 0, 25, 0, 2, 18, 45
"g:\Kepler\Kepler\Assets\TextMesh Pro\Examples & Extras\Scripts\DropdownSample.cs", "C#", 0, 0, 0, 0, 0, 15, 0, 0, 5, 20
"g:\Kepler\Kepler\Assets\TextMesh Pro\Examples & Extras\Scripts\EnvMapAnimator.cs", "C#", 0, 0, 0, 0, 0, 23, 0, 4, 9, 36
"g:\Kepler\Kepler\Assets\TextMesh Pro\Examples & Extras\Scripts\ObjectSpin.cs", "C#", 0, 0, 0, 0, 0, 50, 0, 4, 15, 69
"g:\Kepler\Kepler\Assets\TextMesh Pro\Examples & Extras\Scripts\ShaderPropAnimator.cs", "C#", 0, 0, 0, 0, 0, 33, 0, 5, 14, 52
"g:\Kepler\Kepler\Assets\TextMesh Pro\Examples & Extras\Scripts\SimpleScript.cs", "C#", 0, 0, 0, 0, 0, 24, 0, 17, 21, 62
"g:\Kepler\Kepler\Assets\TextMesh Pro\Examples & Extras\Scripts\SkewTextExample.cs", "C#", 0, 0, 0, 0, 0, 95, 0, 18, 46, 159
"g:\Kepler\Kepler\Assets\TextMesh Pro\Examples & Extras\Scripts\TMP_DigitValidator.cs", "C#", 0, 0, 0, 0, 0, 19, 0, 5, 4, 28
"g:\Kepler\Kepler\Assets\TextMesh Pro\Examples & Extras\Scripts\TMP_ExampleScript_01.cs", "C#", 0, 0, 0, 0, 0, 37, 0, 9, 19, 65
"g:\Kepler\Kepler\Assets\TextMesh Pro\Examples & Extras\Scripts\TMP_FrameRateCounter.cs", "C#", 0, 0, 0, 0, 0, 91, 0, 11, 33, 135
"g:\Kepler\Kepler\Assets\TextMesh Pro\Examples & Extras\Scripts\TMP_PhoneNumberValidator.cs", "C#", 0, 0, 0, 0, 0, 93, 0, 7, 6, 106
"g:\Kepler\Kepler\Assets\TextMesh Pro\Examples & Extras\Scripts\TMP_TextEventCheck.cs", "C#", 0, 0, 0, 0, 0, 56, 0, 1, 17, 74
"g:\Kepler\Kepler\Assets\TextMesh Pro\Examples & Extras\Scripts\TMP_TextEventHandler.cs", "C#", 0, 0, 0, 0, 0, 163, 0, 30, 54, 247
"g:\Kepler\Kepler\Assets\TextMesh Pro\Examples & Extras\Scripts\TMP_TextInfoDebugTool.cs", "C#", 0, 0, 0, 0, 0, 406, 0, 97, 146, 649
"g:\Kepler\Kepler\Assets\TextMesh Pro\Examples & Extras\Scripts\TMP_TextSelector_A.cs", "C#", 0, 0, 0, 0, 0, 100, 0, 17, 41, 158
"g:\Kepler\Kepler\Assets\TextMesh Pro\Examples & Extras\Scripts\TMP_TextSelector_B.cs", "C#", 0, 0, 0, 0, 0, 250, 0, 191, 107, 548
"g:\Kepler\Kepler\Assets\TextMesh Pro\Examples & Extras\Scripts\TMP_UiFrameRateCounter.cs", "C#", 0, 0, 0, 0, 0, 96, 0, 1, 28, 125
"g:\Kepler\Kepler\Assets\TextMesh Pro\Examples & Extras\Scripts\TMPro_InstructionOverlay.cs", "C#", 0, 0, 0, 0, 0, 55, 0, 6, 24, 85
"g:\Kepler\Kepler\Assets\TextMesh Pro\Examples & Extras\Scripts\TeleType.cs", "C#", 0, 0, 0, 0, 0, 40, 0, 15, 28, 83
"g:\Kepler\Kepler\Assets\TextMesh Pro\Examples & Extras\Scripts\TextConsoleSimulator.cs", "C#", 0, 0, 0, 0, 0, 79, 0, 13, 29, 121
"g:\Kepler\Kepler\Assets\TextMesh Pro\Examples & Extras\Scripts\TextMeshProFloatingText.cs", "C#", 0, 0, 0, 0, 0, 126, 0, 32, 58, 216
"g:\Kepler\Kepler\Assets\TextMesh Pro\Examples & Extras\Scripts\TextMeshSpawner.cs", "C#", 0, 0, 0, 0, 0, 46, 0, 13, 21, 80
"g:\Kepler\Kepler\Assets\TextMesh Pro\Examples & Extras\Scripts\VertexColorCycler.cs", "C#", 0, 0, 0, 0, 0, 48, 0, 13, 24, 85
"g:\Kepler\Kepler\Assets\TextMesh Pro\Examples & Extras\Scripts\VertexJitter.cs", "C#", 0, 0, 0, 0, 0, 105, 0, 26, 44, 175
"g:\Kepler\Kepler\Assets\TextMesh Pro\Examples & Extras\Scripts\VertexShakeA.cs", "C#", 0, 0, 0, 0, 0, 99, 0, 23, 39, 161
"g:\Kepler\Kepler\Assets\TextMesh Pro\Examples & Extras\Scripts\VertexShakeB.cs", "C#", 0, 0, 0, 0, 0, 112, 0, 29, 44, 185
"g:\Kepler\Kepler\Assets\TextMesh Pro\Examples & Extras\Scripts\VertexZoom.cs", "C#", 0, 0, 0, 0, 0, 112, 0, 32, 48, 192
"g:\Kepler\Kepler\Assets\TextMesh Pro\Examples & Extras\Scripts\WarpTextExample.cs", "C#", 0, 0, 0, 0, 0, 87, 0, 15, 43, 145
"g:\Kepler\Kepler\Assets\TextMesh Pro\Shaders\TMP_Bitmap-Custom-Atlas.shader", "ShaderLab", 0, 0, 109, 0, 0, 0, 0, 2, 33, 144
"g:\Kepler\Kepler\Assets\TextMesh Pro\Shaders\TMP_Bitmap-Mobile.shader", "ShaderLab", 0, 0, 112, 0, 0, 0, 0, 3, 31, 146
"g:\Kepler\Kepler\Assets\TextMesh Pro\Shaders\TMP_Bitmap.shader", "ShaderLab", 0, 0, 109, 0, 0, 0, 0, 2, 33, 144
"g:\Kepler\Kepler\Assets\TextMesh Pro\Shaders\TMP_SDF Overlay.shader", "ShaderLab", 0, 0, 243, 0, 0, 0, 0, 4, 71, 318
"g:\Kepler\Kepler\Assets\TextMesh Pro\Shaders\TMP_SDF SSD.shader", "ShaderLab", 0, 0, 241, 0, 0, 0, 0, 4, 66, 311
"g:\Kepler\Kepler\Assets\TextMesh Pro\Shaders\TMP_SDF-Mobile Masking.shader", "ShaderLab", 0, 0, 188, 0, 0, 0, 0, 10, 50, 248
"g:\Kepler\Kepler\Assets\TextMesh Pro\Shaders\TMP_SDF-Mobile Overlay.shader", "ShaderLab", 0, 0, 183, 0, 0, 0, 0, 8, 50, 241
"g:\Kepler\Kepler\Assets\TextMesh Pro\Shaders\TMP_SDF-Mobile SSD.shader", "ShaderLab", 0, 0, 82, 0, 0, 0, 0, 4, 21, 107
"g:\Kepler\Kepler\Assets\TextMesh Pro\Shaders\TMP_SDF-Mobile.shader", "ShaderLab", 0, 0, 183, 0, 0, 0, 0, 8, 50, 241
"g:\Kepler\Kepler\Assets\TextMesh Pro\Shaders\TMP_SDF-Surface-Mobile.shader", "ShaderLab", 0, 0, 103, 0, 0, 0, 0, 8, 28, 139
"g:\Kepler\Kepler\Assets\TextMesh Pro\Shaders\TMP_SDF-Surface.shader", "ShaderLab", 0, 0, 122, 0, 0, 0, 0, 4, 33, 159
"g:\Kepler\Kepler\Assets\TextMesh Pro\Shaders\TMP_SDF.shader", "ShaderLab", 0, 0, 243, 0, 0, 0, 0, 4, 71, 318
"g:\Kepler\Kepler\Assets\TextMesh Pro\Shaders\TMP_Sprite.shader", "ShaderLab", 0, 0, 93, 0, 0, 0, 0, 0, 22, 115
"g:\Kepler\Kepler\Assets\TextMesh Pro\Shaders\TMPro.cginc", "HLSL", 0, 0, 0, 0, 63, 0, 0, 2, 20, 85
"g:\Kepler\Kepler\Assets\TextMesh Pro\Shaders\TMPro_Mobile.cginc", "HLSL", 0, 0, 0, 0, 122, 0, 0, 2, 34, 158
"g:\Kepler\Kepler\Assets\TextMesh Pro\Shaders\TMPro_Properties.cginc", "HLSL", 0, 0, 0, 0, 62, 0, 0, 10, 14, 86
"g:\Kepler\Kepler\Assets\TextMesh Pro\Shaders\TMPro_Surface.cginc", "HLSL", 0, 0, 0, 0, 76, 0, 0, 7, 19, 102
"g:\Kepler\Kepler\Assets\TextMesh Pro\Sprites\EmojiOne.json", "JSON", 0, 0, 0, 155, 0, 0, 0, 0, 2, 157
"g:\Kepler\Kepler\Packages\MathNet.Numerics.4.15.0\lib\net40\MathNet.Numerics.xml", "XML", 0, 0, 0, 0, 0, 0, 57653, 0, 20, 57673
"g:\Kepler\Kepler\Packages\MathNet.Numerics.4.15.0\lib\net461\MathNet.Numerics.xml", "XML", 0, 0, 0, 0, 0, 0, 57653, 0, 20, 57673
"g:\Kepler\Kepler\Packages\MathNet.Numerics.4.15.0\lib\netstandard1.3\MathNet.Numerics.xml", "XML", 0, 0, 0, 0, 0, 0, 54281, 0, 20, 54301
"g:\Kepler\Kepler\Packages\MathNet.Numerics.4.15.0\lib\netstandard2.0\MathNet.Numerics.xml", "XML", 0, 0, 0, 0, 0, 0, 57653, 0, 20, 57673
"g:\Kepler\Kepler\Packages\MathNet.Spatial.0.6.0\lib\net461\MathNet.Spatial.xml", "XML", 0, 0, 0, 0, 0, 0, 6056, 0, 1, 6057
"g:\Kepler\Kepler\Packages\MathNet.Spatial.0.6.0\lib\netstandard2.0\MathNet.Spatial.xml", "XML", 0, 0, 0, 0, 0, 0, 6056, 0, 1, 6057
"g:\Kepler\Kepler\Packages\System.Diagnostics.Contracts.4.3.0\ref\netcore50\System.Diagnostics.Contracts.xml", "XML", 0, 0, 0, 0, 0, 0, 334, 0, 0, 334
"g:\Kepler\Kepler\Packages\System.Diagnostics.Contracts.4.3.0\ref\netcore50\de\System.Diagnostics.Contracts.xml", "XML", 0, 0, 0, 0, 0, 0, 334, 0, 0, 334
"g:\Kepler\Kepler\Packages\System.Diagnostics.Contracts.4.3.0\ref\netcore50\es\System.Diagnostics.Contracts.xml", "XML", 0, 0, 0, 0, 0, 0, 334, 0, 0, 334
"g:\Kepler\Kepler\Packages\System.Diagnostics.Contracts.4.3.0\ref\netcore50\fr\System.Diagnostics.Contracts.xml", "XML", 0, 0, 0, 0, 0, 0, 334, 0, 0, 334
"g:\Kepler\Kepler\Packages\System.Diagnostics.Contracts.4.3.0\ref\netcore50\it\System.Diagnostics.Contracts.xml", "XML", 0, 0, 0, 0, 0, 0, 334, 0, 0, 334
"g:\Kepler\Kepler\Packages\System.Diagnostics.Contracts.4.3.0\ref\netcore50\ja\System.Diagnostics.Contracts.xml", "XML", 0, 0, 0, 0, 0, 0, 370, 0, 0, 370
"g:\Kepler\Kepler\Packages\System.Diagnostics.Contracts.4.3.0\ref\netcore50\ko\System.Diagnostics.Contracts.xml", "XML", 0, 0, 0, 0, 0, 0, 370, 0, 0, 370
"g:\Kepler\Kepler\Packages\System.Diagnostics.Contracts.4.3.0\ref\netcore50\ru\System.Diagnostics.Contracts.xml", "XML", 0, 0, 0, 0, 0, 0, 334, 0, 0, 334
"g:\Kepler\Kepler\Packages\System.Diagnostics.Contracts.4.3.0\ref\netcore50\zh-hans\System.Diagnostics.Contracts.xml", "XML", 0, 0, 0, 0, 0, 0, 338, 0, 0, 338
